WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
AIRVQ7G51N913,potted plant,a plant suitable for growing in a flowerpot (especially indoors),grey,fragile,to store,3.0,3.0,true,false,false,false,false,false,2.0,2.0,true,false,false,false,false,false,kitchen,metal,plain,Rectangular,3.0,3.0,true,false,false,false,smooth,40.0,40.0,true,false,false,false,2.0,2.0,false,true,false,false,false,3.0,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],['grey'],['metal'],['rectangle'],[],['kitchen'],['fragile']
A35DMAP7MF9MNZ,potted plant,a plant suitable for growing in a flowerpot (especially indoors),"green, brown, white, terracotta, black, gray","fragile, durable, water-dependent, low-maintenance, sensitive","decoration, air purification, mood enhancement, interior design, hobby",30.0,20.0,true,false,false,false,false,false,20.0,10.0,true,false,false,false,false,false,"living room, kitchen, bathroom, office, patio, windowsill, balcony","plastic, ceramic, clay, terracotta, metal, wood","plain, floral, geometric, natural, striped","cylindrical, conical, rectangular, irregular",na,na,false,false,false,true,"smooth, rough, waxy, velvety, prickly",15.0,10.0,true,false,false,false,2.5,1.5,false,true,false,false,false,15.0,8.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['black', 'green', 'grey', 'seal brown', 'white']","['ceramic', 'metal', 'plastic', 'wood']","['conical', 'cylindrical', 'rectangle']",['striped'],"['balcony', 'bathroom', 'kitchen', 'office', 'patio']","['durable', 'fragile']"
A39XJS4ZMEOWB9,potted plant,a plant suitable for growing in a flowerpot (especially indoors),"Green (leaves), brown (soil, stems), various colors for flowers (red, pink, white, yellow, purple, orange), grey, terracotta (pots), black (pots)","Alive, growing, delicate (some species), resilient (some species), air-purifying, decorative, calming, requires care, sometimes dormant","Decoration, air purification, enhancing ambiance, hobby/gardening, providing fresh herbs/produce (for edible plants), gift-giving, stress reduction",0.5,0.4,false,false,false,true,false,false,0.3,0.2,false,false,false,true,false,false,"Indoors (living room, office, bedroom, kitchen, windowsill), patios, balconies, nurseries, garden centers, conservatories, desks, shelves, lobbies","Organic matter (plant itself: leaves, stems, roots, soil), plastic (pot), terracotta (pot), ceramic (pot), clay (pot), sometimes wood (pot or support)","Veining (on leaves), variegation (multi-colored leaves), solid green, striped (some leaves), natural growth patterns, floral patterns (on flowers), spotted (some leaves)","Bushy, tall, trailing, compact, spherical, conical, irregular, columnar, fern-like, succulent",22.0,8.0,true,false,false,false,"Smooth (leaves, pot), waxy (some leaves), rough (bark, terracotta pot), earthy (soil), delicate (petals), fibrous (stems), succulent (fleshy leaves)",25.0,20.0,true,false,false,false,3.0,2.0,false,true,false,false,false,0.3,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['fibrous'],"['black', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'seal brown', 'white', 'yellow']","['ceramic', 'plastic', 'soil', 'wood']",['conical'],['striped'],"['bedroom', 'kitchen', 'office']","['calming', 'decorative', 'resilient']"
A2ZMMIW6HPA21Z,bed,a piece of furniture that provides a place to sleep,"White, Black, Brown, Gray, Beige, Navy, Red, Blue","Durable, Comfortable, Stable","Provides a place to sleep, Relaxation, Lounging",0.5,5.0,true,false,false,false,false,false,2.0,10.0,true,false,false,false,false,false,"Bedroom, Guest room, Hotel rooms, Dormitories","Wood, Metal, Upholstered fabrics, Leather","Plain, Striped, Floral, Geometric","Rectangular, Circular",20.0,5.0,true,false,false,false,"Smooth, Soft, Rough",325.0,3000.0,true,false,false,false,40.0,10.0,false,true,false,false,false,1.5,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'navy blue', 'red', 'seal brown', 'white']","['leather', 'metal', 'wood']","['circular', 'rectangle']",['striped'],"['bedroom', 'hotel']","['comfortable', 'durable', 'stable']"
A2Z0OH990725SA,bed,a piece of furniture that provides a place to sleep,brown,centered against a wall,to sleep,20.0,24.0,false,false,true,false,false,false,80.0,90.0,false,false,true,false,false,false,bedroom,wood,tufted,Rectangular,20.0,24.0,true,false,false,false,wooden frames,250.0,500.0,true,false,false,false,50.0,70.0,false,false,false,false,true,50.0,60.0,false,false,true,false,false,false,inches,inches,celsius,US dollars,pounds,inches,[],['seal brown'],['wood'],['rectangle'],[],['bedroom'],[]
AN45JHUE9F3JK,bed,a piece of furniture that provides a place to sleep,"Brown (wood frame), black (metal frame), white, grey, beige (upholstery/linens), various colors (bedding)","Comfortable, supportive, stationary, large, private, relaxing, warm, inviting","Sleeping, resting, lounging, napping, reading, providing comfort, furnishing a bedroom",0.6,0.2,false,false,false,true,false,false,2.0,0.2,false,false,false,true,false,false,"Bedroom, hotel room, dormitory, hospital room, guest room","Wood, metal, springs, foam, fabric, cotton, linen, down, synthetic fibers","Solid color (frame, sheets), striped (sheets), floral (bedding), geometric (quilts), checkered","Rectangular, flat, elevated, large, low-profile, four-poster",25.0,10.0,true,false,false,false,"Soft (mattress, pillows), smooth (sheets), firm, plush, wooden, metallic, fabric",800.0,500.0,true,false,false,false,70.0,30.0,false,true,false,false,false,1.5,0.5,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'metal', 'wood']",['rectangle'],['striped'],"['bedroom', 'hospital', 'hotel']","['comfortable', 'inviting', 'private', 'relaxing', 'stationary']"
AZ5AP12G6WTIQ,dining table,a table at which meals are served,"Brown, black, white, gray, beige, red","Durable, sturdy, scratch-resistant, water-resistant","To serve and eat meals, to gather for conversation, to do work or homework, to hold decor or centerpieces",75.0,5.0,true,false,false,false,false,false,180.0,30.0,true,false,false,false,false,false,"Dining room, kitchen, open-plan living area, patio","Wood, glass, metal, plastic, marble","Plain, woodgrain, marbled, patterned (tablecloth)","Rectangular, round, oval, square",na,na,false,false,false,true,"Smooth, matte, polished, rough (woodgrain)",500.0,300.0,true,false,false,false,40.0,15.0,false,true,false,false,false,90.0,15.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['black', 'grey', 'red', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",['marbled'],"['kitchen', 'patio']","['durable', 'resistant', 'sturdy', 'water-resistant']"
A3Q1WEJV1E4SMJ,dining table,a table at which meals are served,"Brown, black, white, grey, beige.","Durable, sturdy, heavy, stable.","To serve and eat meals, to host gatherings, to do homework or paperwork.",0.75,0.05,false,false,false,true,false,false,1.8,0.5,false,false,false,true,false,false,"Dining room, kitchen, restaurant, cafeteria.","Wood, metal, glass, plastic, medium-density fiberboard, composite materials.","Plain, wood grain, marble-like, decorative inlays, checkered occasionally with tablecloth.","Rectangular, round, oval, square.",na,na,false,false,false,true,"Smooth wood, glass, or plastic surfaces, occasionally textured engraved wood or matte finishes.",300.0,200.0,true,false,false,false,40.0,15.0,false,true,false,false,false,0.9,0.2,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['cafeteria', 'kitchen', 'restaurant']","['durable', 'stable', 'sturdy']"
A9J5TK66VZSE1,dining table,a table at which meals are served,"Brown, black, white, gray, beige.","Durable, sturdy, stable.","To serve meals, gather for conversation or activities, work or study.",0.75,0.05,false,false,false,true,false,false,1.8,0.6,false,false,false,true,false,false,"Dining room, kitchen, restaurant.","Wood, metal, glass, MDF medium-density fiberboard, plastic occasionally.","Plain, wood grain, marble pattern for some surfaces, sometimes patterned tablecloths.","Rectangular, round, square, oval.",na,na,false,false,false,true,"Smooth polished wood or laminate, slightly rough unfinished wood, glossy glass or varnished surfaces.",300.0,200.0,true,false,false,false,40.0,15.0,false,true,false,false,false,0.9,0.3,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['kitchen', 'restaurant']","['durable', 'stable', 'sturdy']"
A2WMZMT3N1RCQX,toilet,a plumbing fixture for defecation and urination,"white, beige, light gray","durable, water-repellent, heavy","to dispose of human waste, to flush waste with water",40.0,5.0,true,false,false,false,false,false,70.0,10.0,true,false,false,false,false,false,"bathroom, restroom, public washroom","porcelain, ceramic, plastic, metal",plain,"cylindrical, oval, rectangular",22.0,2.0,true,false,false,false,"smooth, glossy",250.0,150.0,true,false,false,false,30.0,5.0,false,true,false,false,false,36.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['grey', 'white']","['ceramic', 'metal', 'plastic']","['cylindrical', 'oval', 'rectangle']",[],['bathroom'],"['durable', 'water-resistant']"
AV66R2WW4O79G,toilet,a plumbing fixture for defecation and urination,"white, beige, black","durable, water-repellent, easy-to-clean","to dispose of human waste, to flush waste with water",75.0,10.0,true,false,false,false,false,false,70.0,10.0,true,false,false,false,false,false,"bathroom, restroom, washroom","porcelain, ceramic, plastic, stainless steel",plain,"oval, cylindrical, elongated",20.0,5.0,true,false,false,false,smooth,250.0,100.0,true,false,false,false,30.0,5.0,false,true,false,false,false,38.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'white']","['ceramic', 'plastic']","['cylindrical', 'oval']",[],['bathroom'],"['durable', 'water-resistant']"
A2WOXBWYFKN2JT,toilet,a plumbing fixture for defecation and urination,"White, beige, light gray.","Durable, water-resistant, sanitary.",To collect and flush away human waste defecation and urination.,75.0,10.0,true,false,false,false,false,false,70.0,10.0,true,false,false,false,false,false,"Bathroom, restroom, washroom, public toilet, airplane or train lavatory.","Ceramic porcelain, plastic seat and lid, rubber seals, metal flush mechanisms.",Plain standard smooth finish.,"Cylindrical bowl, oval seat, rectangular or rounded.",22.0,3.0,true,false,false,false,"Smooth porcelain or ceramic finish, sometimes textured on the seat or lid.",200.0,100.0,true,false,false,false,35.0,10.0,false,true,false,false,false,40.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['grey', 'white']","['ceramic', 'metal', 'plastic', 'rubber']","['bowl', 'cylindrical', 'oval', 'rectangle']",[],['bathroom'],"['durable', 'water-resistant']"
A3HZ0IZ2RM8DJZ,TV,an electronic device that receives television signals and displays them on a screen,"Black, silver, gray, white","Fragile (especially the screen), durable (housing and internal components)","To display video and audio content, to receive television broadcasts, to stream content via apps",55.0,20.0,true,false,false,false,false,false,90.0,30.0,true,false,false,false,false,false,"Living room, bedroom, office, kitchen, hotel room","Plastic (housing), glass (screen), metal (internal components and frame)",Plain (screen and bezel are usually uniform),Rectangular,40.0,10.0,true,false,false,false,"Smooth (especially the screen and casing), matte or glossy finishes",400.0,300.0,true,false,false,false,10.0,5.0,false,true,false,false,false,8.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],"['bedroom', 'hotel', 'kitchen', 'office']","['durable', 'fragile']"
AU4PTX44URN8D,TV,an electronic device that receives television signals and displays them on a screen,silver,durable,na,na,na,true,false,false,false,false,false,na,na,false,false,false,true,false,false,living room,metal,plain,square,na,na,false,true,false,false,smooth,na,na,true,false,false,false,na,na,true,false,false,false,false,na,na,true,false,false,false,false,false,centimeters,meters,fahrenheit,US dollars,grams,centimeters,[],['silver'],['metal'],['square'],[],[],['durable']
A3RQNMHSEGWB8R,TV,an electronic device that receives television signals and displays them on a screen,"Black, silver, grey, white","Fragile (screen), electronic, visual, entertaining, informative, central (to a room), interactive (smart TV)","Displaying video, playing audio, entertainment, receiving signals, Browse internet (smart TV), gaming, displaying presentations",75.0,20.0,true,false,false,false,false,false,140.0,40.0,true,false,false,false,false,false,"Living room, bedroom, den, family room, hotel room, office, sports bar","Glass (screen), plastic (bezel, back), metal (stand, internal frame), electronic components","Solid color (frame), grid (pixel array when off), display content (images, video), brand logo","Rectangular, flat, thin, wide (screen aspect ratio)",35.0,15.0,true,false,false,false,"Smooth, glossy (screen), matte (bezel), metallic, plastic",700.0,500.0,true,false,false,false,15.0,10.0,false,true,false,false,false,125.0,35.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],['grid'],"['bar', 'bedroom', 'hotel', 'office']","['entertaining', 'fragile', 'interactive']"
A2Z0OH990725SA,laptop,a portable computer small enough to use in your lap,black,fragile,internet access,0.5,0.7,false,false,true,false,false,false,30.0,40.0,true,false,false,false,false,false,office,plastic,plain,Rectangular,40.0,65.0,true,false,false,false,smooth,500.0,1000.0,true,false,false,false,3.0,5.0,false,false,false,false,true,20.0,25.0,true,false,false,false,false,false,inches,centimeters,celsius,US dollars,pounds,centimeters,[],['black'],['plastic'],['rectangle'],[],['office'],['fragile']
A3DESDYKGJY138,laptop,a portable computer small enough to use in your lap,"Black, silver, gray, white, sometimes blue.","Fragile especially screen, portable, heat-generating, rechargeable, durable.","To perform computing tasks such as browsing, word processing, programming, gaming, video editing, communication, etc.",2.0,0.5,true,false,false,false,false,false,33.0,3.0,true,false,false,false,false,false,"Home, office, library, school, coffee shop.","Plastic, aluminum, magnesium alloy, glass.","Plain, sometimes branded with logos or light-up designs.",Rectangular.,35.0,10.0,true,false,false,false,"Smooth outer shell, sometimes slightly textured on keyboard or palm rest.",800.0,300.0,true,false,false,false,1.5,0.5,false,true,false,false,false,22.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],"['library', 'office']","['durable', 'fragile', 'heat-resistant', 'portable']"
A3K05IIHIMS7OU,laptop,a portable computer small enough to use in your lap,"Silver, black, grey, white, sometimes blue or gold","Portable, electronic, fragile (screen), versatile, hot (when in heavy use), quiet, efficient","Computing, internet Browse, word processing, gaming, communication, entertainment, work, learning",2.0,1.0,true,false,false,false,false,false,35.0,5.0,true,false,false,false,false,false,"Desk, lap, bag, cafe, office, home, school, airport","Aluminum, plastic, glass (screen), electronic components, rubber (feet)","Solid color, keyboard layout, screen display, trackpad, brand logo","Rectangular, flat, thin, clamshell (when closed)",35.0,20.0,true,false,false,false,"Smooth, metallic, plastic, matte, sometimes textured (keyboard keys), glass (screen)",800.0,500.0,true,false,false,false,1.8,0.7,false,true,false,false,false,24.0,4.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'or', 'silver', 'white']","['glass', 'plastic', 'rubber']","['clamshell design', 'rectangle']",[],['office'],"['efficient', 'fragile', 'portable', 'quiet', 'versatile']"
A3D95B8XN9BPB,mouse,a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad,black,lightweight,"Cursor control, clicking",3.0,na,true,false,false,false,false,false,10.0,na,true,false,false,false,false,false,office,Plastic,Plain,rectangular,22.0,na,true,false,false,false,Smooth,20.0,na,true,false,false,false,100.0,na,true,false,false,false,false,6.0,na,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],['black'],['plastic'],['rectangle'],[],['office'],['lightweight']
A3KD5865HU0WM2,mouse,a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad,Typical colors of a mouse:  Red  Blue  Silver  Black  White  Gray,Durable  Lightweight  Portable,To control a cursor  To click/select  To scroll  To drag-and-drop,4.0,0.5,true,false,false,false,false,false,11.0,2.0,true,false,false,false,false,false,Office  Desk  Home  Computer lab,Plastic  Rubber  Metal,Plain  Patterned,Typical shapes of a mouse:  Rectangular  Oval  Ergonomic,30.0,5.0,true,false,false,false,Smooth  Matte  Glossy  Rough,25.0,15.0,true,false,false,false,100.0,30.0,true,false,false,false,false,6.0,1.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'blue', 'grey', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",[],['office'],"['durable', 'lightweight', 'portable']"
A73Z5VGW4W8FQ,mouse,a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad,"Common: Black, white, gray, silver, blue, red, or customizable with RGB lights.  Rare: Transparent or multi-colored","Common: Durable, sometimes lightweight.  Often designed to withstand frequent clicks and movement.","To control the cursor, select objects, open files, scroll, and sometimes for gaming.",3.0,0.2,false,false,true,false,false,false,11.0,1.0,true,false,false,false,false,false,"Home office, desk, workplace, gaming setup.","Plastic, rubber (for grips), metal (for internal components), glass (for sensor areas).","Plain, possibly with a logo, or RGB light patterns (for gaming mice).","Common: Ergonomic (curved), rectangular, or cylindrical.",na,7.5,true,false,false,false,Smooth plastic surface (with or without rubberized grips),20.0,20.0,true,false,false,false,100.0,20.0,true,false,false,false,false,6.0,1.0,true,false,false,false,false,false,inches,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']","['glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']",[],['office'],"['durable', 'lightweight']"
A1825JEZPI5X4R,remote,a device that can be used to control a machine or apparatus from a distance,"Black, gray, white, silver, dark blue","Durable, not waterproof, resistant to moderate drops","To control TVs, air conditioners, sound systems, fans, projectors, media players",2.5,0.5,false,false,false,false,true,false,15.0,3.0,true,false,false,false,false,false,"Living room, bedroom, home theater, office, hotel room","Plastic (dominant), rubber (buttons), occasionally metal accents","Plain, labeled with button symbols/numbers/words; sometimes logoed","Rectangular, oval, slightly curved, ergonomic",na,na,false,false,false,true,"Smooth (most common), matte, sometimes rubberized buttons",15.0,10.0,true,false,false,false,120.0,30.0,true,false,false,false,false,4.5,1.0,true,false,false,false,false,false,millimeters,centimeters,na,US dollars,grams,centimeters,[],"['black', 'blue', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",[],"['bedroom', 'hotel', 'office']","['durable', 'resistant']"
A22PGWBCLQO277,remote,a device that can be used to control a machine or apparatus from a distance,"Black, grey, silver, white, dark blue, charcoal, sometimes multi-colored buttons","Lightweight, portable, convenient, easy-to-use (ideally), susceptible to dropping, battery-powered, sometimes easily lost, utilitarian","Changing channels, adjusting volume, turning devices on/off, navigating menus, controlling playback (play, pause, fast forward), selecting inputs, setting timers, opening/closing (e.g., garage door)",2.0,1.0,true,false,false,false,false,false,20.0,10.0,true,false,false,false,false,false,"Living room (on a coffee table, couch cushion), bedroom, entertainment center, near a TV, in a hand, on a nightstand, car, garage, desk","Plastic, rubber (buttons), metal (battery contacts, some premium remotes), circuit board","Solid color, matte finish, glossy finish, button layout grid, brand logo, text labels for buttons","Rectangular, elongated, oval, ergonomic, slender, curved, compact, button-heavy",25.0,10.0,true,false,false,false,"Smooth plastic, textured (for grip), rubbery (buttons), slightly rough (some older models)",20.0,15.0,true,false,false,false,0.15,0.1,false,true,false,false,false,5.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",['grid'],"['bedroom', 'garage']","['lightweight', 'portable', 'utilitarian']"
A9H5B9EE9133O,remote,a device that can be used to control a machine or apparatus from a distance,"Black, grey, silver","Lightweight, portable, convenient","Changing channels, adjusting volume, turning devices on/off",2.0,1.0,true,false,false,false,false,false,20.0,10.0,true,false,false,false,false,false,"Living room, entertainment center, near TV","Plastic, rubber, metal","Solid color, button layout grid, brand logo","Rectangular, elongated, oval",25.0,10.0,true,false,false,false,"Smooth plastic, rubbery (buttons)",20.0,15.0,true,false,false,false,0.15,0.1,false,true,false,false,false,5.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'silver']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",['grid'],[],"['lightweight', 'portable']"
A3JSCXK5RHH6SQ,keyboard,device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like,"Black, white, silver, grey.","Responsive, tactile, click, quiet, durable, ergonomic, programmable, input device, often dusty, sometimes sticky.","Inputting text, numbers, and commands into a computer or other device; controlling software; playing musical notes programming; gaming; navigating interfaces.",3.0,2.0,true,false,false,false,false,false,45.0,15.0,true,false,false,false,false,false,"Desks, offices, homes, schools, internet cafes, libraries, laps, computer labs, recording studios, concert stages .","Plastic ABS, PBT, metal aluminum, steel, rubber dome switches, silicone circuit board components. Musical keyboards may also include wood or more robust plastics.","Qwerty layout most common, AZERTY, DVORAK, JIS, various regional layouts; alphanumeric characters, symbols, function keys, number pad, media control icons, sometimes custom keycap designs or backlighting patterns.","Rectangular, ergonomic curved or split, compact full-size with number pad, sometimes curved or irregular for gaming keyboards.",25.0,5.0,true,false,false,false,"Smooth matte, sometimes slightly textured often a slightly gritty feel from dust/debris with use.",75.0,60.0,true,false,false,false,0.8,0.5,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber', 'wood']",['rectangle'],[],[],"['durable', 'quiet']"
A140659XANDIT9,keyboard,device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like,"Black, White, Gray","Durable, Functional, Responsive","Typing, Playing Music, Data Entry",0.03,0.02,false,false,false,true,false,false,0.4,0.15,false,false,false,true,false,false,"Lap, Desk , Music studio","Plastic, Metal, Rubber","Solid, illuminated, Patterned","Rectangular, Ergonomic, Curved",na,na,false,false,false,true,"Smooth, Matte, Textured",70.0,50.0,true,false,false,false,0.7,0.5,false,true,false,false,false,0.15,0.05,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,[],"['black', 'grey', 'white']","['metal', 'plastic', 'rubber']",['rectangle'],[],[],"['durable', 'functional']"
A3MD7YLJ08ABVI,keyboard,device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like,"Black, white, gray, silver.","Durable, not water-resistant unless specified, moderately fragile.",To input text and commands into a computer or device.,3.0,1.0,true,false,false,false,false,false,45.0,5.0,true,false,false,false,false,false,"Office, study room, computer lab, bedroom.","Plastic, rubber, some metal in high-end or mechanical keyboards.","Plain, Qwerty key layout, sometimes printed symbols or lighting zones.",Rectangular.,25.0,5.0,true,false,false,false,"Smooth keys, slightly rough key labels, matte or glossy.",40.0,30.0,true,false,false,false,800.0,300.0,true,false,false,false,false,15.0,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']",['rectangle'],[],"['bedroom', 'office']","['durable', 'fragile', 'water-resistant']"
A2POYWQRXMFDWN,cell phone,telephony that uses transmission by radio rather than by wire,"black, silver, white","fragile, rechargeable, portable","to make calls, to send messages, to access the internet",0.8,0.2,true,false,false,false,false,false,15.0,2.0,true,false,false,false,false,false,"pocket, desk, bedroom","plastic, glass, aluminum","plain, logo, patterned case",rectangular,35.0,5.0,true,false,false,false,"smooth, glossy, matte",700.0,300.0,true,false,false,false,180.0,30.0,true,false,false,false,false,7.0,1.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],['bedroom'],"['fragile', 'portable']"
A39XJS4ZMEOWB9,cell phone,telephony that uses transmission by radio rather than by wire,"Black, white, silver, gold, blue, green, red, grey, rose gold","Fragile (screen), durable (some models/cases), portable, smart, indispensable, connectable, interactive, powerful, personal","Communication (calls, texts), internet Browse, social media, photography, video recording, gaming, navigation, playing music, sending emails, productivity, telling time",0.8,0.2,true,false,false,false,false,false,15.0,2.0,true,false,false,false,false,false,"Pocket, hand, bag, desk, table, charging, nightstand, car, office","Glass, aluminum, plastic, ceramic, steel, silicon (some cases), various internal electronic components","Solid color, brand logo, camera cutouts, button layout, reflective (screen when off)","Rectangular, slim, flat, rounded corners, foldable (some models)",30.0,10.0,true,false,false,false,"Smooth, glass (screen, back), metallic, matte, glossy, sometimes textured (cases)",500.0,400.0,true,false,false,false,0.18,0.05,false,true,false,false,false,7.0,1.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'green', 'grey', 'or', 'red', 'silver', 'white']","['ceramic', 'glass', 'plastic']",['rectangle'],[],['office'],"['durable', 'fragile', 'interactive', 'personal', 'portable', 'powerful']"
A1KD5JI4PHUE9R,cell phone,telephony that uses transmission by radio rather than by wire,"Black, white, silver, gold, blue","Fragile, portable, smart","Communication, internet, photography",0.8,0.2,true,false,false,false,false,false,15.0,2.0,true,false,false,false,false,false,"Pocket, hand, bag, desk, table","Glass, aluminum, plastic","Solid color, brand logo, camera cutouts","Rectangular, slim, flat",30.0,10.0,true,false,false,false,"Smooth, glass, metallic",500.0,400.0,true,false,false,false,0.18,0.05,false,true,false,false,false,7.0,1.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'or', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],[],"['fragile', 'portable']"
A3KD5865HU0WM2,microwave,kitchen appliance that cooks food by passing an electromagnetic wave through it,Silver  Black  White  Stainless steel  Red,Durable  Tough  Heat-resistant,To heat or cook food  To defrost frozen food  To reheat leftovers,40.0,5.0,true,false,false,false,false,false,50.0,5.0,true,false,false,false,false,false,Rectangular  Box-shaped  Compact (smaller units),Metal  Plastic  Glass (for the window),Plain  Brushed metal,Kitchen  Office  Dorm room,60.0,15.0,true,false,false,false,Smooth  Glossy  Matte,100.0,30.0,true,false,false,false,15.0,3.0,false,true,false,false,false,30.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'red', 'silver', 'white']","['glass', 'metal', 'plastic']",[],[],[],"['durable', 'heat-resistant', 'tough']"
