client,concept,domain,measurement,dimension,format,response,model_name,condition,response_ok_syntax,response_ok_semantics,response_error_type
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is crucial for gliding over snow, influencing performance and functionality.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material affects the skis' durability, flexibility, and suitability for different snow conditions.""
  },
  ""size"": {
    ""value"": true,
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis with description: (which is narrow wood or metal or plastic runners used in pairs for gliding over snow)"",
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of skis is crucial for understanding their properties, durability, and suitability for different snow conditions.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis affects their performance, stability,",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is a key characteristic that distinguishes different types of skis and affects their performance.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is universally relevant across all concepts as it determines the properties and suitability of the object for its intended use.""
  },
  ""size"": {
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is a key characteristic that affects their performance and usability on snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is universally relevant as it determines the durability, flexibility, and suitability of skis for different snow conditions.""
  },
  ""function"": {
    """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is a key characteristic that helps distinguish them and indicates their design for gliding over snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is universally relevant across all concepts, as it describes what substance the skis are made of, which is crucial for understanding their properties and suitability for use.""",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is essential for their functionality in gliding over snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material determines the skis' durability, flexibility, and performance, which are crucial for their use in skiing.""
  },
  ""disposition"": {
    ""value"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis with description: (which is narrow wood or metal or plastic runners used in pairs for gliding over snow)"",
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of skis is crucial as it determines the ski's performance, durability, and suitability for different snow conditions.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis affects",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is crucial for their functionality and performance in gliding over snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material affects the skis' weight, flexibility, durability, and performance.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is universally relevant across all concepts as it describes what the object is made of, which is crucial for understanding its properties and functionality.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape helps characterize and differentiate the skis, as well as indicate how they might be used.""
  },
  ""texture"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is crucial for their functionality, affecting performance and maneuverability on snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of skis determines their durability, flexibility, and suitability for different types of snow and skiing conditions.""
  },
  ""size"": {",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is fundamental to their function and performance on snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material composition affects the durability, flexibility, and overall performance of skis.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""Understanding the primary",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is crucial for their function, influencing how they glide over snow and are used for various skiing activities.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material skis are made from (wood, metal, or plastic) is relevant as it affects performance, durability, and suitability",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Skis have a specific shape that allows them to glide over snow, which is crucial for their function.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of skis (wood, metal, or plastic) affects their performance and suitability for different snow conditions.""
  },
  ""function"": {
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is crucial for their function, affecting how they glide over snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material determines the skis' durability, performance, and suitability for different snow conditions.""
  },
  ""function"": {
    ""value"": true,
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis with description: (which is narrow wood or metal or plastic runners used in pairs for gliding over snow)"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is essential for understanding how they interact with snow and perform during gliding.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material composition affects the performance, durability, and suitability of skis",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is a defining characteristic that affects their performance and suitability for different types of snow and skiing styles.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material affects the durability, flexibility, weight, and overall performance of skis. Common materials include wood, metal, and plastic.""
 ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is crucial for their functionality in gliding over snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material determines the durability, flexibility, and performance of skis.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""Understanding the function",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,skis,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""skis with description: (which is narrow wood or metal or plastic runners used in pairs for gliding over snow)"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of skis is a defining characteristic that helps differentiate them from other objects and is crucial for their functionality in gliding over snow.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is universally relevant across",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""While trains can have different colours, colour is not universally relevant as a descriptor for trains since it doesn't characterize the function or nature of a train.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains are characterized by their shape, typically being elongated to accommodate multiple railway cars and the locomotive",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Trains can be identified by their colour, which helps distinguish them and provides a visual description.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a train, including the configuration of its carriages, is relevant for visual identification and understanding its design.""
  },
  ""location"": {
    ""value"": true,",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains are typically characterized by their long, rectangular or oval shape when viewed in profile.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The primary function of a train is to transport passengers and cargo, which is central to understanding its purpose and role in society.""
  },
  ""location"": {
    ""value"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains have a distinctive shape that helps identify them, characterized by their elongated form and multiple units.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant across all concepts, indicating where trains operate or are found.""
  },
  ""function"": {
    ""value"": true,
    """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour can be relevant to identify or distinguish different trains, especially in public transport.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it helps in identifying the structure of train cars and the locomotive.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""function"": {
    ""value"": true,
    ""reason"": ""The function of a train as a means of public transportation is fundamental to understanding its purpose.""
  },
  ""disposition"": {
    ""value"": true,
    ""reason"": ""Disposition refers to the arrangement and condition of the train, which is important for operational and maintenance aspects.""
  },
  ""size"": {
    ""value"": true,
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a train is relevant as it helps in identifying its design and structure.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant as it indicates where the train operates or is situated.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The function of",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains are typically characterized by their elongated, box-like shape.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Materials used",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""function"": {
    ""value"": true,
    ""reason"": ""The function of a train, which is to provide public transportation using coupled railway cars, is fundamental to its identity and purpose.""
  },
  ""disposition"": {
    ""value"": true,
    ""reason"": ""Disposition, such as being coupled together, is crucial for defining a train's operational characteristics.""
  },
  ""size"": {",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""While trains may have various colors, colour is not a universally relevant descriptor for trains as it does not meaningfully characterize, distinguish, or understand the concept in everyday or expert knowledge.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is universally relevant across all concepts as it helps to describe the physical form of the",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains typically have a distinct shape that is identifiable, such as the presence of railway cars and a locomotive.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant across all concepts as it helps contextualize the presence or use of any object.""
  },
  ""function"": {
    ""value"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a train is relevant as it describes the general form and structure of the railway cars and locomotive.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant across all concepts as it helps contextualize the presence or use of any object.""
  },
  ""function"": {
    ""value"": true",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant as it helps contextualize the presence or use of any object.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""A train's primary function is to transport passengers or goods, which is central to its identity and purpose.""
  },
  ""size"": {
    ""value"": true,
    """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Trains can vary in color, which is a common way to identify and distinguish different trains.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains have a distinctive shape characterized by their railway cars and locomotive, which is relevant for identification.""
  },
  ""location"": {
    ""value"": true,
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains are characterized by their shape, being composed of coupled railway cars.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The primary function",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Trains are characterized by their typical elongated, box-like shape.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant across all concepts.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The primary function of a train is to provide transportation.""",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""function"": {
    ""value"": true,
    ""reason"": ""The function of a train as a mode of public transport is essential to its identification and understanding.""
  },
  ""disposition"": {
    ""value"": true,
    ""reason"": ""The disposition of a train, such as whether it is stationary or in motion, is relevant to its use and operation.""
  },
  ""context"": {
    ""value"": true",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is relevant for identification and categorization of trains, as they come in various colors.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape describes the form of the train, which is a key characteristic for visual identification.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant across all concepts as it aids in identification and categorization.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a defining characteristic of objects and helps to distinguish one form from another.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,train,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""train"",
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The function of a train as public transport helps to understand its purpose and usage.""
  },
  ""size"": {
    ""value"": true,
    ""reason"": ""Size is relevant as",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps in identifying and categorizing handbags.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape contributes to the functionality and aesthetic appeal of",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant across all concepts as it helps in identification and aesthetic categorization.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a key characteristic that distinguishes one handbag from another and is relevant in design and functionality.""
  },
  ""material"": {
    ""value"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universal descriptor that helps in identifying and distinguishing handbags.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a relevant descriptor as it characterizes the design and",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor as it helps to identify and categorize handbags, and is often used in fashion contexts.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant in distinguishing handbags from other types of containers and in describing their form.""
  },
  ""material",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant property for a handbag as it helps to identify and categorize the bag.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a universally relevant property that helps in distinguishing different handbags and their design.""
  },
  ""material"": {
    ""value"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps identify and distinguish the handbag from others.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is essential to describe the handbag's design and functionality.""",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant property for a handbag as it helps in identification and personal preference.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a relevant descriptor as it helps to distinguish",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps identify and distinguish handbags among various options.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is universally relevant as it helps characterize and differentiate",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universal descriptor for handbags, aiding in identification and personal preference.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it describes the handbag's design and functionality.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps in identifying and categorizing handbags.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is an important descriptor that helps distinguish one handbag from another.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant across all concepts as it helps in identifying and categorizing objects.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape contributes to the functional and aesthetic aspects of a handbag, distinguishing it from other containers.""
  },
  ""material"": {
    ""value",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps in identifying and categorizing the handbag.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a key descriptor that can differentiate handbags",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,handbag,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""handbag with description: (which is a container used for carrying money and small personal items or accessories (especially by women))"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant property as it helps identify and describe the handbag.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it describes the handbag's form and structure",phi3mini_4k_instruct_q4,context,,,No syntax
